,site_code,product_code,date,year,month,stock_distributed,region,district
60,C1004,AS27132,2018-10-01,2018,10,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
61,C1004,AS27132,2018-11-01,2018,11,3.0,AGNEBY-TIASSA-ME,AGBOVILLE
62,C1004,AS27132,2018-12-01,2018,12,9.0,AGNEBY-TIASSA-ME,AGBOVILLE
63,C1004,AS27132,2019-01-01,2019,1,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
64,C1004,AS27132,2019-02-01,2019,2,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
65,C1004,AS27132,2019-03-01,2019,3,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
66,C1004,AS27132,2019-04-01,2019,4,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
67,C1004,AS27132,2019-05-01,2019,5,2.0,AGNEBY-TIASSA-ME,AGBOVILLE
68,C1004,AS27132,2019-06-01,2019,6,1.0,AGNEBY-TIASSA-ME,AGBOVILLE
69,C1004,AS27132,2019-07-01,2019,7,3.0,AGNEBY-TIASSA-ME,AGBOVILLE
70,C1004,AS27132,2019-08-01,2019,8,2.0,AGNEBY-TIASSA-ME,AGBOVILLE
71,C1004,AS27132,2019-09-01,2019,9,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
72,C1004,AS27133,2016-07-01,2016,7,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
73,C1004,AS27133,2016-08-01,2016,8,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
74,C1004,AS27133,2016-09-01,2016,9,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
75,C1004,AS27133,2016-10-01,2016,10,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
76,C1004,AS27133,2016-11-01,2016,11,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
77,C1004,AS27133,2016-12-01,2016,12,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
78,C1004,AS27133,2017-01-01,2017,1,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
79,C1004,AS27133,2017-02-01,2017,2,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
80,C1004,AS27133,2017-03-01,2017,3,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
81,C1004,AS27133,2017-04-01,2017,4,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
82,C1004,AS27133,2017-05-01,2017,5,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
83,C1004,AS27133,2017-06-01,2017,6,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
84,C1004,AS27133,2017-07-01,2017,7,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
85,C1004,AS27133,2017-08-01,2017,8,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
86,C1004,AS27133,2017-09-01,2017,9,25.0,AGNEBY-TIASSA-ME,AGBOVILLE
87,C1004,AS27133,2017-10-01,2017,10,25.0,AGNEBY-TIASSA-ME,AGBOVILLE
88,C1004,AS27133,2017-11-01,2017,11,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
89,C1004,AS27133,2017-12-01,2017,12,50.0,AGNEBY-TIASSA-ME,AGBOVILLE
90,C1004,AS27133,2018-01-01,2018,1,25.0,AGNEBY-TIASSA-ME,AGBOVILLE
91,C1004,AS27133,2018-02-01,2018,2,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
92,C1004,AS27133,2018-03-01,2018,3,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
93,C1004,AS27133,2018-04-01,2018,4,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
94,C1004,AS27133,2018-05-01,2018,5,15.0,AGNEBY-TIASSA-ME,AGBOVILLE
95,C1004,AS27133,2018-06-01,2018,6,35.0,AGNEBY-TIASSA-ME,AGBOVILLE
96,C1004,AS27133,2018-07-01,2018,7,50.0,AGNEBY-TIASSA-ME,AGBOVILLE
97,C1004,AS27133,2018-08-01,2018,8,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
98,C1004,AS27133,2018-09-01,2018,9,50.0,AGNEBY-TIASSA-ME,AGBOVILLE
99,C1004,AS27133,2018-10-01,2018,10,25.0,AGNEBY-TIASSA-ME,AGBOVILLE
100,C1004,AS27133,2018-11-01,2018,11,42.0,AGNEBY-TIASSA-ME,AGBOVILLE
101,C1004,AS27133,2018-12-01,2018,12,33.0,AGNEBY-TIASSA-ME,AGBOVILLE
102,C1004,AS27133,2019-01-01,2019,1,50.0,AGNEBY-TIASSA-ME,AGBOVILLE
103,C1004,AS27133,2019-02-01,2019,2,50.0,AGNEBY-TIASSA-ME,AGBOVILLE
104,C1004,AS27133,2019-03-01,2019,3,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
105,C1004,AS27133,2019-04-01,2019,4,88.0,AGNEBY-TIASSA-ME,AGBOVILLE
106,C1004,AS27133,2019-05-01,2019,5,62.0,AGNEBY-TIASSA-ME,AGBOVILLE
107,C1004,AS27133,2019-06-01,2019,6,50.0,AGNEBY-TIASSA-ME,AGBOVILLE
108,C1004,AS27133,2019-07-01,2019,7,70.0,AGNEBY-TIASSA-ME,AGBOVILLE
109,C1004,AS27133,2019-08-01,2019,8,60.0,AGNEBY-TIASSA-ME,AGBOVILLE
110,C1004,AS27133,2019-09-01,2019,9,70.0,AGNEBY-TIASSA-ME,AGBOVILLE
111,C1004,AS27134,2016-07-01,2016,7,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
112,C1004,AS27134,2016-08-01,2016,8,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
113,C1004,AS27134,2016-09-01,2016,9,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
114,C1004,AS27134,2016-10-01,2016,10,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
115,C1004,AS27134,2016-11-01,2016,11,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
116,C1004,AS27134,2016-12-01,2016,12,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
117,C1004,AS27134,2017-01-01,2017,1,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
118,C1004,AS27134,2017-02-01,2017,2,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
119,C1004,AS27134,2017-03-01,2017,3,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
120,C1004,AS27134,2017-04-01,2017,4,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
121,C1004,AS27134,2017-05-01,2017,5,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
122,C1004,AS27134,2017-06-01,2017,6,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
123,C1004,AS27134,2017-07-01,2017,7,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
124,C1004,AS27134,2017-08-01,2017,8,10.0,AGNEBY-TIASSA-ME,AGBOVILLE
125,C1004,AS27134,2017-09-01,2017,9,103.0,AGNEBY-TIASSA-ME,AGBOVILLE
126,C1004,AS27134,2017-10-01,2017,10,7.0,AGNEBY-TIASSA-ME,AGBOVILLE
127,C1004,AS27134,2017-11-01,2017,11,80.0,AGNEBY-TIASSA-ME,AGBOVILLE
128,C1004,AS27134,2017-12-01,2017,12,40.0,AGNEBY-TIASSA-ME,AGBOVILLE
129,C1004,AS27134,2018-01-01,2018,1,60.0,AGNEBY-TIASSA-ME,AGBOVILLE
130,C1004,AS27134,2018-02-01,2018,2,16.0,AGNEBY-TIASSA-ME,AGBOVILLE
131,C1004,AS27134,2018-03-01,2018,3,162.0,AGNEBY-TIASSA-ME,AGBOVILLE
132,C1004,AS27134,2018-04-01,2018,4,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
133,C1004,AS27134,2018-05-01,2018,5,77.0,AGNEBY-TIASSA-ME,AGBOVILLE
134,C1004,AS27134,2018-06-01,2018,6,45.0,AGNEBY-TIASSA-ME,AGBOVILLE
135,C1004,AS27134,2018-07-01,2018,7,20.0,AGNEBY-TIASSA-ME,AGBOVILLE
136,C1004,AS27134,2018-08-01,2018,8,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
137,C1004,AS27134,2018-09-01,2018,9,20.0,AGNEBY-TIASSA-ME,AGBOVILLE
138,C1004,AS27134,2018-10-01,2018,10,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
139,C1004,AS27134,2018-11-01,2018,11,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
140,C1004,AS27134,2018-12-01,2018,12,60.0,AGNEBY-TIASSA-ME,AGBOVILLE
141,C1004,AS27134,2019-01-01,2019,1,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
142,C1004,AS27134,2019-02-01,2019,2,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
143,C1004,AS27134,2019-03-01,2019,3,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
144,C1004,AS27134,2019-04-01,2019,4,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
145,C1004,AS27134,2019-05-01,2019,5,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
146,C1004,AS27134,2019-06-01,2019,6,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
147,C1004,AS27134,2019-07-01,2019,7,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
148,C1004,AS27134,2019-08-01,2019,8,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
149,C1004,AS27134,2019-09-01,2019,9,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
150,C1004,AS27137,2017-11-01,2017,11,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
151,C1004,AS27137,2017-12-01,2017,12,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
152,C1004,AS27137,2018-01-01,2018,1,3.0,AGNEBY-TIASSA-ME,AGBOVILLE
153,C1004,AS27137,2018-02-01,2018,2,11.0,AGNEBY-TIASSA-ME,AGBOVILLE
154,C1004,AS27137,2018-03-01,2018,3,6.0,AGNEBY-TIASSA-ME,AGBOVILLE
155,C1004,AS27137,2018-04-01,2018,4,20.0,AGNEBY-TIASSA-ME,AGBOVILLE
156,C1004,AS27137,2018-05-01,2018,5,2.0,AGNEBY-TIASSA-ME,AGBOVILLE
157,C1004,AS27137,2018-06-01,2018,6,18.0,AGNEBY-TIASSA-ME,AGBOVILLE
158,C1004,AS27137,2018-07-01,2018,7,20.0,AGNEBY-TIASSA-ME,AGBOVILLE
159,C1004,AS27137,2018-08-01,2018,8,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
160,C1004,AS27137,2018-09-01,2018,9,3.0,AGNEBY-TIASSA-ME,AGBOVILLE
161,C1004,AS27137,2018-10-01,2018,10,17.0,AGNEBY-TIASSA-ME,AGBOVILLE
162,C1004,AS27137,2018-11-01,2018,11,12.0,AGNEBY-TIASSA-ME,AGBOVILLE
163,C1004,AS27137,2018-12-01,2018,12,8.0,AGNEBY-TIASSA-ME,AGBOVILLE
164,C1004,AS27137,2019-01-01,2019,1,20.0,AGNEBY-TIASSA-ME,AGBOVILLE
165,C1004,AS27137,2019-02-01,2019,2,20.0,AGNEBY-TIASSA-ME,AGBOVILLE
166,C1004,AS27137,2019-03-01,2019,3,3.0,AGNEBY-TIASSA-ME,AGBOVILLE
167,C1004,AS27137,2019-04-01,2019,4,31.0,AGNEBY-TIASSA-ME,AGBOVILLE
168,C1004,AS27137,2019-05-01,2019,5,26.0,AGNEBY-TIASSA-ME,AGBOVILLE
169,C1004,AS27137,2019-06-01,2019,6,10.0,AGNEBY-TIASSA-ME,AGBOVILLE
170,C1004,AS27137,2019-07-01,2019,7,17.0,AGNEBY-TIASSA-ME,AGBOVILLE
171,C1004,AS27137,2019-08-01,2019,8,22.0,AGNEBY-TIASSA-ME,AGBOVILLE
172,C1004,AS27137,2019-09-01,2019,9,21.0,AGNEBY-TIASSA-ME,AGBOVILLE
173,C1004,AS27138,2017-05-01,2017,5,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
174,C1004,AS27138,2017-06-01,2017,6,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
175,C1004,AS27138,2017-07-01,2017,7,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
176,C1004,AS27138,2017-08-01,2017,8,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
177,C1004,AS27138,2017-09-01,2017,9,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
178,C1004,AS27138,2017-10-01,2017,10,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
179,C1004,AS27138,2017-11-01,2017,11,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
180,C1004,AS27138,2017-12-01,2017,12,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
181,C1004,AS27138,2018-01-01,2018,1,7.0,AGNEBY-TIASSA-ME,AGBOVILLE
182,C1004,AS27138,2018-02-01,2018,2,9.0,AGNEBY-TIASSA-ME,AGBOVILLE
183,C1004,AS27138,2018-03-01,2018,3,8.0,AGNEBY-TIASSA-ME,AGBOVILLE
184,C1004,AS27138,2018-04-01,2018,4,19.0,AGNEBY-TIASSA-ME,AGBOVILLE
185,C1004,AS27138,2018-05-01,2018,5,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
186,C1004,AS27138,2018-06-01,2018,6,15.0,AGNEBY-TIASSA-ME,AGBOVILLE
187,C1004,AS27138,2018-07-01,2018,7,10.0,AGNEBY-TIASSA-ME,AGBOVILLE
188,C1004,AS27138,2018-08-01,2018,8,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
189,C1004,AS27138,2018-09-01,2018,9,15.0,AGNEBY-TIASSA-ME,AGBOVILLE
190,C1004,AS27138,2018-10-01,2018,10,9.0,AGNEBY-TIASSA-ME,AGBOVILLE
191,C1004,AS27138,2018-11-01,2018,11,8.0,AGNEBY-TIASSA-ME,AGBOVILLE
192,C1004,AS27138,2018-12-01,2018,12,8.0,AGNEBY-TIASSA-ME,AGBOVILLE
193,C1004,AS27138,2019-01-01,2019,1,25.0,AGNEBY-TIASSA-ME,AGBOVILLE
194,C1004,AS27138,2019-02-01,2019,2,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
195,C1004,AS27138,2019-03-01,2019,3,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
196,C1004,AS27138,2019-04-01,2019,4,40.0,AGNEBY-TIASSA-ME,AGBOVILLE
197,C1004,AS27138,2019-05-01,2019,5,12.0,AGNEBY-TIASSA-ME,AGBOVILLE
198,C1004,AS27138,2019-06-01,2019,6,14.0,AGNEBY-TIASSA-ME,AGBOVILLE
199,C1004,AS27138,2019-07-01,2019,7,18.0,AGNEBY-TIASSA-ME,AGBOVILLE
200,C1004,AS27138,2019-08-01,2019,8,13.0,AGNEBY-TIASSA-ME,AGBOVILLE
201,C1004,AS27138,2019-09-01,2019,9,15.0,AGNEBY-TIASSA-ME,AGBOVILLE
202,C1004,AS27139,2018-11-01,2018,11,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
203,C1004,AS27139,2018-12-01,2018,12,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
204,C1004,AS27139,2019-01-01,2019,1,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
205,C1004,AS27139,2019-02-01,2019,2,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
206,C1004,AS27139,2019-03-01,2019,3,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
207,C1004,AS27139,2019-04-01,2019,4,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
208,C1004,AS27139,2019-05-01,2019,5,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
209,C1004,AS42018,2016-07-01,2016,7,0.0,AGNEBY-TIASSA-ME,AGBOVILLE
210,C1007,AS17005,2016-04-01,2016,4,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
211,C1007,AS17005,2016-05-01,2016,5,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
212,C1007,AS17005,2016-06-01,2016,6,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
213,C1007,AS17005,2016-07-01,2016,7,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
214,C1007,AS17005,2016-08-01,2016,8,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
215,C1007,AS17005,2016-09-01,2016,9,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
216,C1007,AS17005,2016-10-01,2016,10,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
217,C1007,AS17005,2016-11-01,2016,11,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
218,C1007,AS17005,2016-12-01,2016,12,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
219,C1007,AS17005,2017-01-01,2017,1,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
220,C1007,AS17005,2017-02-01,2017,2,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
221,C1007,AS17005,2017-03-01,2017,3,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
222,C1007,AS17005,2017-04-01,2017,4,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
223,C1007,AS17005,2017-05-01,2017,5,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
224,C1007,AS17005,2017-06-01,2017,6,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
225,C1007,AS17005,2017-07-01,2017,7,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
226,C1007,AS17005,2017-08-01,2017,8,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
227,C1007,AS17005,2017-09-01,2017,9,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
228,C1007,AS17005,2017-10-01,2017,10,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
229,C1007,AS17005,2017-11-01,2017,11,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
230,C1007,AS17005,2017-12-01,2017,12,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
231,C1007,AS17005,2018-01-01,2018,1,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
232,C1007,AS17005,2018-02-01,2018,2,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
233,C1007,AS17005,2018-03-01,2018,3,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
234,C1007,AS17005,2018-04-01,2018,4,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
235,C1007,AS17005,2018-05-01,2018,5,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
236,C1007,AS17005,2018-06-01,2018,6,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
237,C1007,AS17005,2018-07-01,2018,7,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
238,C1007,AS17005,2018-08-01,2018,8,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
239,C1007,AS17005,2018-09-01,2018,9,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
240,C1007,AS17005,2018-10-01,2018,10,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
241,C1007,AS17005,2018-11-01,2018,11,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
242,C1007,AS17005,2018-12-01,2018,12,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
243,C1007,AS17005,2019-01-01,2019,1,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
244,C1007,AS17005,2019-02-01,2019,2,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
245,C1007,AS17005,2019-03-01,2019,3,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
246,C1007,AS17005,2019-04-01,2019,4,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
247,C1007,AS17005,2019-05-01,2019,5,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
248,C1007,AS17005,2019-06-01,2019,6,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
249,C1007,AS17005,2019-07-01,2019,7,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
250,C1007,AS17005,2019-08-01,2019,8,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
251,C1007,AS17005,2019-09-01,2019,9,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
252,C1007,AS21126,2019-04-01,2019,4,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
253,C1007,AS21126,2019-05-01,2019,5,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
254,C1007,AS21126,2019-06-01,2019,6,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
255,C1007,AS21126,2019-07-01,2019,7,0.0,ABIDJAN 1-GRANDS PONTS,YOPOUGON-OUEST-SONGON
