"year","month","region","district","site_code","product_code","stock_initial","stock_received","stock_distributed","stock_adjustment","stock_end","average_monthly_consumption","stock_stockout_days","stock_ordered"
2019,1,"ABIDJAN 2","ABOBO-EST","C1011","AS27000",16,0,7,0,9,8,0,15
2019,1,"ABIDJAN 2","ABOBO-EST","C1011","AS27139",0,0,0,0,0,0,0,30
2019,1,"ABIDJAN 2","ABOBO-EST","C1011","AS27137",18,0,12,0,6,5,0,10
2019,1,"ABIDJAN 2","ABOBO-EST","C1011","AS27138",91,0,45,0,46,30,0,100
2019,1,"ABIDJAN 2","ABOBO-EST","C1011","AS27133",70,0,28,0,42,35,0,100
2019,2,"ABIDJAN 2","ABOBO-EST","C1011","AS21126",0,10,0,0,10,0,0,0
2019,2,"ABIDJAN 2","ABOBO-EST","C1011","AS46000",100,0,0,0,100,0,0,0
2019,2,"ABIDJAN 2","ABOBO-EST","C1011","AS27134",0,0,0,0,0,0,0,100
2019,2,"ABIDJAN 2","ABOBO-EST","C1011","AS27132",0,0,0,0,0,2,0,15
2019,2,"ABIDJAN 2","ABOBO-EST","C1011","AS27000",9,15,11,0,13,9,0,15
2019,2,"ABIDJAN 2","ABOBO-EST","C1011","AS27139",0,0,0,0,0,0,0,30
2019,2,"ABIDJAN 2","ABOBO-EST","C1011","AS27137",6,10,4,0,12,6,0,10
2019,2,"ABIDJAN 2","ABOBO-EST","C1011","AS27138",46,100,40,0,106,34,0,50
2019,2,"ABIDJAN 2","ABOBO-EST","C1011","AS27133",42,100,21,0,121,33,0,50
2019,2,"ABIDJAN 2","ABOBO-EST","C1010","AS27134",0,0,0,0,0,0,0,100
2019,2,"ABIDJAN 2","ABOBO-EST","C1010","AS27132",11,0,3,-8,0,4,0,30
2019,2,"ABIDJAN 2","ABOBO-EST","C1010","AS27000",0,50,10,0,40,4,0,20
2019,2,"ABIDJAN 2","ABOBO-EST","C1010","AS27137",0,50,0,0,50,1,0,0
2019,2,"ABIDJAN 2","ABOBO-EST","C1010","AS27138",0,20,0,0,20,1,0,0
2019,2,"ABIDJAN 2","ABOBO-EST","C1010","AS27133",0,150,8,0,142,28,0,50
2019,2,"ABIDJAN 2","ABOBO-EST","C1066","AS27134",93,0,27,0,66,34,0,30
2019,2,"ABIDJAN 2","ABOBO-EST","C1066","AS27132",0,0,0,0,0,2,0,30
2019,2,"ABIDJAN 2","ABOBO-EST","C1066","AS27000",103,0,80,0,23,52,0,200
2019,2,"ABIDJAN 2","ABOBO-EST","C1066","AS27138",30,0,30,0,0,10,0,100
2019,2,"ABIDJAN 2","ABOBO-EST","C1066","AS27133",68,0,1,0,67,9,0,0
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS21126",0,0,0,0,0,0,0,10
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS42018",0,0,0,0,0,0,0,0
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS46000",0,0,0,0,0,0,0,0
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS17005",0,0,0,0,0,0,0,0
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS27134",0,0,0,0,0,0,0,100
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS27132",0,0,0,0,0,0,0,10
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS27000",0,2,1,0,1,0,0,30
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS27139",0,0,0,0,0,0,0,3
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS27137",0,10,0,0,10,0,0,10
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS27138",0,1,0,0,1,0,0,10
2019,2,"ABIDJAN 2","ABOBO-EST","C1063","AS27133",0,25,0,0,25,0,0,75
2019,2,"ABIDJAN 2","ABOBO-EST","C1026","AS27134",0,0,0,0,0,0,0,100
2019,2,"ABIDJAN 2","ABOBO-EST","C1026","AS27132",12,0,0,0,12,8,0,5
2019,2,"ABIDJAN 2","ABOBO-EST","C1026","AS27000",170,45,42,0,173,72,0,15
2019,2,"ABIDJAN 2","ABOBO-EST","C1026","AS27137",10,60,30,0,40,25,0,50
2019,2,"ABIDJAN 2","ABOBO-EST","C1026","AS27138",75,0,75,0,0,50,0,150
2019,2,"ABIDJAN 2","ABOBO-EST","C1026","AS27133",108,0,51,0,57,20,0,50
2019,3,"ABIDJAN 2","ABOBO-EST","C1066","AS27134",66,0,24,0,42,28,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1066","AS27132",0,0,0,0,0,0,0,200
2019,3,"ABIDJAN 2","ABOBO-EST","C1066","AS27000",23,0,23,0,0,47,0,200
2019,3,"ABIDJAN 2","ABOBO-EST","C1066","AS27138",0,0,0,0,0,10,0,100
2019,3,"ABIDJAN 2","ABOBO-EST","C1066","AS27133",67,0,21,0,46,11,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1026","AS27134",0,0,0,0,0,0,0,100
2019,3,"ABIDJAN 2","ABOBO-EST","C1026","AS27132",12,0,0,-12,0,7,0,10
2019,3,"ABIDJAN 2","ABOBO-EST","C1026","AS27000",173,0,72,0,101,61,0,30
2019,3,"ABIDJAN 2","ABOBO-EST","C1026","AS27137",40,0,30,0,10,32,0,20
2019,3,"ABIDJAN 2","ABOBO-EST","C1026","AS27138",0,0,0,0,0,48,0,20
2019,3,"ABIDJAN 2","ABOBO-EST","C1026","AS27133",57,0,57,0,0,37,0,50
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS42018",0,0,0,0,0,0,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS21126",0,0,0,0,0,0,0,10
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS46000",0,0,0,0,0,0,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS17005",0,0,0,0,0,0,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS27134",0,0,0,0,0,0,0,100
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS27132",0,0,0,0,0,0,0,30
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS27000",1,0,0,0,1,0,0,30
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS27139",0,0,0,0,0,0,0,8
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS27137",10,0,10,0,0,3,0,10
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS27138",1,0,1,0,0,0,0,10
2019,3,"ABIDJAN 2","ABOBO-EST","C1063","AS27133",25,0,25,0,0,8,0,100
2019,3,"ABIDJAN 2","ABOBO-EST","C1011","AS21126",10,0,0,0,10,0,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1011","AS46000",100,0,0,0,100,0,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1011","AS27134",0,100,0,0,100,0,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1011","AS27132",0,0,0,0,0,1,0,20
2019,3,"ABIDJAN 2","ABOBO-EST","C1011","AS27000",13,15,13,0,15,10,0,15
2019,3,"ABIDJAN 2","ABOBO-EST","C1011","AS27139",0,0,0,0,0,0,0,10
2019,3,"ABIDJAN 2","ABOBO-EST","C1011","AS27137",12,10,2,0,20,6,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1011","AS27138",106,50,21,0,135,35,0,25
2019,3,"ABIDJAN 2","ABOBO-EST","C1011","AS27133",121,50,45,0,126,31,0,75
2019,3,"ABIDJAN 2","ABOBO-EST","C1010","AS27134",0,0,0,0,0,0,0,100
2019,3,"ABIDJAN 2","ABOBO-EST","C1010","AS27132",0,0,0,0,0,3,0,30
2019,3,"ABIDJAN 2","ABOBO-EST","C1010","AS27000",40,0,22,0,18,11,0,30
2019,3,"ABIDJAN 2","ABOBO-EST","C1010","AS27137",50,0,6,0,44,2,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1010","AS27138",20,0,4,0,16,1,0,0
2019,3,"ABIDJAN 2","ABOBO-EST","C1010","AS27133",142,0,69,0,73,36,0,100
2019,4,"ABIDJAN 2","ABOBO-EST","C1011","AS21126",10,0,0,0,10,0,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1011","AS46000",100,0,0,0,100,0,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1011","AS27134",100,0,2,0,98,1,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1011","AS27132",0,0,0,0,0,0,0,20
2019,4,"ABIDJAN 2","ABOBO-EST","C1011","AS27000",15,0,13,0,2,12,0,20
2019,4,"ABIDJAN 2","ABOBO-EST","C1011","AS27139",0,0,0,0,0,0,0,20
2019,4,"ABIDJAN 2","ABOBO-EST","C1011","AS27137",20,0,3,0,17,3,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1011","AS27138",135,0,25,0,110,29,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1011","AS27133",126,0,106,0,20,57,0,150
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS42018",0,0,0,0,0,0,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS21126",0,0,0,0,0,0,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS46000",0,0,0,0,0,0,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS17005",0,0,0,0,0,0,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS27134",0,0,0,0,0,0,0,100
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS27132",0,0,0,0,0,0,0,10
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS27000",1,0,0,0,1,0,0,10
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS27139",0,0,0,0,0,0,0,5
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS27137",0,0,0,0,0,3,0,10
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS27138",0,0,0,0,0,0,0,10
2019,4,"ABIDJAN 2","ABOBO-EST","C1063","AS27133",0,0,0,0,0,8,0,75
2019,4,"ABIDJAN 2","ABOBO-EST","C1026","AS27134",0,0,0,0,0,0,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1026","AS27132",0,0,0,0,0,0,0,5
2019,4,"ABIDJAN 2","ABOBO-EST","C1026","AS27000",101,0,69,0,32,61,0,15
2019,4,"ABIDJAN 2","ABOBO-EST","C1026","AS27137",10,0,0,0,10,20,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1026","AS27138",0,0,0,0,0,25,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1026","AS27133",0,0,0,0,0,36,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1010","AS27134",0,0,0,0,0,0,0,100
2019,4,"ABIDJAN 2","ABOBO-EST","C1010","AS27132",0,0,0,0,0,1,0,30
2019,4,"ABIDJAN 2","ABOBO-EST","C1010","AS27000",18,0,18,0,0,17,0,30
2019,4,"ABIDJAN 2","ABOBO-EST","C1010","AS27137",44,0,5,0,39,4,0,0
2019,4,"ABIDJAN 2","ABOBO-EST","C1010","AS27138",16,0,13,0,3,6,0,20
2019,4,"ABIDJAN 2","ABOBO-EST","C1010","AS27133",73,0,73,0,0,50,0,150
2019,4,"ABIDJAN 2","ABOBO-EST","C1066","AS27134",42,0,28,0,14,26,0,100
2019,4,"ABIDJAN 2","ABOBO-EST","C1066","AS27132",0,0,0,0,0,0,0,200
2019,4,"ABIDJAN 2","ABOBO-EST","C1066","AS27000",0,0,0,0,0,34,0,200
2019,4,"ABIDJAN 2","ABOBO-EST","C1066","AS27138",0,0,0,0,0,10,0,200
2019,4,"ABIDJAN 2","ABOBO-EST","C1066","AS27133",46,0,46,0,0,23,0,100
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS42018",0,0,0,0,0,0,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS21126",0,0,0,0,0,0,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS46000",0,0,0,0,0,0,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS17005",0,0,0,0,0,0,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS27134",0,100,10,0,90,3,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS27132",0,30,3,0,27,1,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS27000",1,30,7,0,24,2,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS27139",0,0,0,0,0,0,0,10
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS27137",0,10,0,0,10,3,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS27138",0,10,0,0,10,0,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1063","AS27133",0,100,25,0,75,17,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1011","AS21126",10,0,1,0,9,0,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1011","AS46000",100,0,0,0,100,0,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1011","AS27134",98,0,1,0,97,1,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1011","AS27132",0,20,2,0,18,1,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1011","AS27000",2,15,11,0,6,12,0,30
2019,5,"ABIDJAN 2","ABOBO-EST","C1011","AS27139",0,0,0,0,0,0,0,30
2019,5,"ABIDJAN 2","ABOBO-EST","C1011","AS27137",17,0,4,0,13,3,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1011","AS27138",110,25,14,0,121,20,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1011","AS27133",20,75,62,0,33,71,0,200
2019,5,"ABIDJAN 2","ABOBO-EST","C1026","AS27134",0,100,6,0,94,2,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1026","AS27132",0,30,0,0,30,0,0,10
2019,5,"ABIDJAN 2","ABOBO-EST","C1026","AS27000",32,90,98,0,24,80,0,80
2019,5,"ABIDJAN 2","ABOBO-EST","C1026","AS27137",10,20,0,0,30,10,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1026","AS27138",0,20,8,0,12,3,0,20
2019,5,"ABIDJAN 2","ABOBO-EST","C1026","AS27133",0,50,7,0,43,21,0,25
2019,5,"ABIDJAN 2","ABOBO-EST","C1010","AS27134",0,100,2,0,98,1,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1010","AS27132",0,30,7,0,23,2,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1010","AS27000",0,30,17,0,13,19,0,30
2019,5,"ABIDJAN 2","ABOBO-EST","C1010","AS27137",39,0,6,0,33,6,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1010","AS27138",3,0,0,0,3,6,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1010","AS27133",0,100,41,0,59,61,0,100
2019,5,"ABIDJAN 2","ABOBO-EST","C1066","AS27134",14,100,46,0,68,33,0,300
2019,5,"ABIDJAN 2","ABOBO-EST","C1066","AS27132",0,200,20,0,180,7,0,200
2019,5,"ABIDJAN 2","ABOBO-EST","C1066","AS27000",0,200,57,0,143,27,0,200
2019,5,"ABIDJAN 2","ABOBO-EST","C1066","AS27137",0,0,0,0,0,0,0,10
2019,5,"ABIDJAN 2","ABOBO-EST","C1066","AS27138",0,200,20,0,180,7,0,0
2019,5,"ABIDJAN 2","ABOBO-EST","C1066","AS27133",0,100,83,0,17,50,0,400
2019,6,"ABIDJAN 2","ABOBO-EST","C1026","AS27134",94,0,0,0,94,2,0,0
2019,6,"ABIDJAN 2","ABOBO-EST","C1026","AS27132",30,30,15,0,45,5,0,10
2019,6,"ABIDJAN 2","ABOBO-EST","C1026","AS27000",24,240,65,0,199,77,0,20
2019,6,"ABIDJAN 2","ABOBO-EST","C1026","AS27137",30,0,2,0,28,1,0,0
2019,6,"ABIDJAN 2","ABOBO-EST","C1026","AS27138",12,20,0,0,32,3,0,0
